doi,titulo,autores,n_autores,revista,anio,citas,tipo,editorial,tema,consulta
10.1127/metz/2015/0659,Predictor-weighting strategies for probabilistic wind power forecasting with an analog ensemble,"Junk, Constantin; Delle Monache, Luca; Alessandrini, Stefano; Cervone, Guido; von Bremen, Lueder",5,Meteorologische Zeitschrift,2015,57,journal-article,Schweizerbart,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.3390/app8020185,Wind Power Forecasting Using Multi-Objective Evolutionary Algorithms for Wavelet Neural Network-Optimized Prediction Intervals,"Shen, Yanxia; Wang, Xu; Chen, Jie",3,Applied Sciences,2018,56,journal-article,MDPI AG,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1016/j.tej.2020.106802,Understanding the determinants on household electricity consumption in Korea: OLS regression and quantile regression,"Kim, Min-Jeong",1,The Electricity Journal,2020,40,journal-article,Elsevier BV,pronostico_probabilistico,quantile regression forecasting electricity
10.1016/j.ijforecast.2015.11.007,K-nearest neighbors for GEFCom2014 probabilistic wind power forecasting,"Mangalova, Ekaterina; Shesterneva, Olesya",2,International Journal of Forecasting,2016,31,journal-article,Elsevier BV,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1016/j.energy.2023.129925,Wholesale electricity price forecasting by Quantile Regression and Kalman Filter method,"Monjazeb, Mohammad Reza; Amiri, Hossein; Movahedi, Akram",3,Energy,2024,31,journal-article,Elsevier BV,pronostico_probabilistico,quantile regression forecasting electricity
10.1002/we.1988,Leveraging stochastic differential equations for probabilistic forecasting of wind power using a dynamic power curve,"Iversen, Emil B.; Morales, Juan M.; Møller, Jan K.; Trombe, Pierre-Julien; Madsen, Henrik",5,Wind Energy,2016,28,journal-article,Wiley,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1016/j.ecoinf.2021.101489,Panel semiparametric quantile regression neural network for electricity consumption forecasting,"Zhou, Xingcai; Wang, Jiangyan; Wang, Hongxia; Lin, Jinguan",4,Ecological Informatics,2022,24,journal-article,Elsevier BV,pronostico_probabilistico,quantile regression forecasting electricity
10.1016/j.ijforecast.2019.06.003,Probabilistic energy forecasting using the nearest neighbors quantile filter and quantile regression,"González Ordiano, Jorge Ángel; Gröll, Lutz; Mikut, Ralf; Hagenmeyer, Veit",4,International Journal of Forecasting,2020,23,journal-article,Elsevier BV,pronostico_probabilistico,quantile regression forecasting electricity
10.3390/en16135152,Day-Ahead Electricity Price Probabilistic Forecasting Based on SHAP Feature Selection and LSTNet Quantile Regression,"Liu, Huixin; Shen, Xiaodong; Tang, Xisheng; Liu, Junyong",4,Energies,2023,21,journal-article,MDPI AG,pronostico_probabilistico,quantile regression forecasting electricity
10.1109/tste.2014.2323852,Closure to the Discussion of “Prediction Intervals for Short-Term Wind Farm Generation Forecasts” and “Combined Nonparametric Prediction Intervals for Wind Power Generation” and the Discussion of “Combined Nonparametric Prediction Intervals for Wind Power Generation”,"Khosravi, Abbas; Nahavandi, Saeid",2,IEEE Transactions on Sustainable Energy,2014,17,journal-article,Institute of Electrical and Electronics Engineers (IEEE),pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1109/access.2025.3528450,Quantile Regression for Probabilistic Electricity Price Forecasting in the U.K. Electricity Market,"Osone, Yuki; Kodaira, Daisuke",2,IEEE Access,2025,9,journal-article,Institute of Electrical and Electronics Engineers (IEEE),pronostico_probabilistico,quantile regression forecasting electricity
10.1016/j.jcomm.2025.100501,Smoothing quantile regression averaging: A new approach to probabilistic forecasting of electricity prices,"Uniejewski, Bartosz",1,Journal of Commodity Markets,2025,9,journal-article,Elsevier BV,pronostico_probabilistico,quantile regression forecasting electricity
10.3390/en14185942,A WT-LUBE-PSO-CWC Wind Power Probabilistic Forecasting Model for Prediction Interval Construction and Seasonality Analysis,"Bazionis, Ioannis; Kousounadis-Knudsen, Markos; Konstantinou, Theodoros; Georgilakis, Pavlos",4,Energies,2021,7,journal-article,MDPI AG,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1002/for.3103,Electricity price forecasting using quantile regression averaging with nonconvex regularization,"Jiang, He; Dong, Yao; Wang, Jianzhou",3,Journal of Forecasting,2024,6,journal-article,Wiley,pronostico_probabilistico,quantile regression forecasting electricity
10.3390/en16227615,Probabilistic Wind Speed Forecasting for Wind Turbine Allocation in the Power Grid,"Chaouch, Mohamed",1,Energies,2023,4,journal-article,MDPI AG,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1002/we.70079,Seamless Short‐ to Mid‐Term Probabilistic Wind Power Forecasting,"Dantas, Gabriel; Browell, Jethro",2,Wind Energy,2025,4,journal-article,Wiley,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1016/j.ifacol.2020.12.983,Probabilistic Wind Power Prediction Based on Ensemble Weather Forecasting,"Nohara, Daisuke; Ohba, Masamichi; Watanabe, Takeshi; Kadokura, Shinji",4,IFAC-PapersOnLine,2020,3,journal-article,Elsevier BV,pronostico_probabilistico,probabilistic forecasting wind power prediction intervals
10.1088/1742-6596/1008/1/012023,Hybrid ARIMAX quantile regression method for forecasting short term electricity consumption in east java,"Prastuti, M; Suhartono; Salehah, NA",3,Journal of Physics: Conference Series,2018,0,journal-article,IOP Publishing,pronostico_probabilistico,quantile regression forecasting electricity
10.1109/tr.2015.2495173,Reliability Impact of Dynamic Thermal Rating System in Wind Power Integrated Network,"Teh, Jiashen; Cotton, Ian",2,IEEE Transactions on Reliability,2016,148,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/t-pas.1977.32393,A new thermal rating approach: The real time thermal rating system for strategic overhead conductor transmission lines -- Part I: General description and justification of the real time thermal rating system,"Davis, M.W.",1,IEEE Transactions on Power Apparatus and Systems,1977,143,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1016/j.egyr.2022.02.085,Comprehensive review of the dynamic thermal rating system for sustainable electrical power systems,"Lai, Ching-Ming; Teh, Jiashen",2,Energy Reports,2022,120,journal-article,Elsevier BV,restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/tpwrs.2018.2829079,Power System Reliability Evaluation Incorporating Dynamic Thermal Rating and Network Topology Optimization,"Xiao, Ruosong; Xiang, Yingmeng; Wang, Lingfeng; Xie, Kaigui",4,IEEE Transactions on Power Systems,2018,81,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/t-pas.1977.32394,A new thermal rating approach: The real time thermal rating system for strategic overhead conductor transmission lines -- Part II: Steady state thermal rating program,"Davis, M.W.",1,IEEE Transactions on Power Apparatus and Systems,1977,61,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/tpwrd.2017.2711502,Optimal Placement of GIC Blocking Devices Considering Equipment Thermal Limits and Power System Operation Constraints,"Rezaei-Zare, Afshin; Etemadi, Amir H.",2,IEEE Transactions on Power Delivery,2018,41,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/61.194006,An experimental evaluation of a thermal line uprating by conductor temperature and weather monitoring,"Callahan, P.M.; Douglass, D.A.",2,IEEE Transactions on Power Delivery,1988,37,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,conductor temperature thermal limit transmission line
10.1109/tpwrs.2016.2601072,Power System State and Transmission Line Conductor Temperature Estimation,"Rakpenthai, Chawasak; Uatrongjit, Sermsak",2,IEEE Transactions on Power Systems,2017,35,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,conductor temperature thermal limit transmission line
10.1109/59.141766,On selecting transmission lines for dynamic thermal line rating system implementation,"Chu, R.F.",1,IEEE Transactions on Power Systems,1992,23,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1049/iet-gtd.2014.1113,Analysis of power transfer limit considering thermal balance of overhead conductor,"Dong, Xiaoming; Kang, Chongqing; Sun, Hua; Zhang, Ning",4,"IET Generation, Transmission &amp; Distribution",2015,20,journal-article,Institution of Engineering and Technology (IET),restricciones_termicas,conductor temperature thermal limit transmission line
10.1049/iet-gtd.2015.0257,Transmission expansion planning model considering conductor thermal dynamics and high temperature low sag conductors,"Kwon, Jonghwan; Hedman, Kory W.",2,"IET Generation, Transmission &amp; Distribution",2015,17,journal-article,Institution of Engineering and Technology (IET),restricciones_termicas,conductor temperature thermal limit transmission line
10.1016/j.apenergy.2025.126536,Reliability impact of dynamic thermal rating on power system under high wind penetration and frequency security constraints,"He, Xi; Teh, Jiashen; Alharbi, Bader",3,Applied Energy,2025,13,journal-article,Elsevier BV,restricciones_termicas,thermal constraints power system operation dynamic rating
10.1002/etep.1715,A proposed algorithm for an overhead transmission line conductor temperature rise calculation,"Kotni, Lahouari",1,International Transactions on Electrical Energy Systems,2012,11,journal-article,Hindawi Limited,restricciones_termicas,conductor temperature thermal limit transmission line
10.1109/61.660888,Assesment of thermal deterioration of transmission line conductor by probabilistic method,"Mizuno, Y.; Nakamura, H.; Adomah, K.; Naito, K.",4,IEEE Transactions on Power Delivery,1998,10,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,conductor temperature thermal limit transmission line
10.1016/j.renene.2025.124030,Chance-constrained dynamic thermal line rating of power system for enhancing stochastic renewable penetration,"Sadeghian, Omid; Mohammadi-Ivatloo, Behnam",2,Renewable Energy,2026,3,journal-article,Elsevier BV,restricciones_termicas,thermal constraints power system operation dynamic rating
10.1002/j.1538-7305.1958.tb01533.x,Transmission Characteristics of a Three-Conductor Coaxial Transmission Line with Transpositions,"Raisbeck, G.; Manley, J. M.",2,Bell System Technical Journal,1958,2,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,conductor temperature thermal limit transmission line
10.1016/j.epsr.2025.112467,Wildfire impact analysis on power system operation: a framework leveraging physics-based wildfire simulation and dynamic line rating,"Nematshahi, Saeed; Sohrabi, Behrouz; Khodaei, Amin; Arabnya, Ali; Fan, Rui",5,Electric Power Systems Research,2026,1,journal-article,Elsevier BV,restricciones_termicas,thermal constraints power system operation dynamic rating
10.1109/tpwrd.2026.3684330,Dynamic Thermal Line Rating Estimation of Power System,"Sharma, Neeraj Kumar; Chakrabarti, Saikat; Sharma, Ankush",3,IEEE Transactions on Power Delivery,2026,0,journal-article,Institute of Electrical and Electronics Engineers (IEEE),restricciones_termicas,thermal constraints power system operation dynamic rating
10.1016/j.epsr.2026.114061,Enhancement of power system state estimation using dynamic thermal line rating parameters,"Sharma, Neeraj Kumar; Chakrabarti, Saikat; Sharma, Ankush",3,Electric Power Systems Research,2027,0,journal-article,Elsevier BV,restricciones_termicas,thermal constraints power system operation dynamic rating
10.1016/j.coldregions.2026.104986,Evolution of the probability distributions of icing thickness and conductor temperature considering thermal de-icing: A transmission line reliability assessment approach,"Song, Xinxin; Chen, Bo; Lu, Xuesong",3,Cold Regions Science and Technology,2026,0,journal-article,Elsevier BV,restricciones_termicas,conductor temperature thermal limit transmission line
